type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,isarch,vntype,haslength
PhysicalObject,13:48.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237644?seid=4043651. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237644,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=284 mm; tail length=145 mm; hind foot with claw=33 mm; ear from notch=22 mm; weight=96.5 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal,http://arctos.database.museum/guid/MVZ:Mamm:237644?seid=4043651,MVZ:Mamm:237644,1013,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=1013,,http://arctos.database.museum/guid/MVZ:Mamm:237644,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Heru Handika on 2016-10-24; method: expert,,,,,10/24/16,,298,298,2016,10,24,24-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 3, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2037-2108 el.",2037,2108,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 3.,-5.297679,119.953887,not recorded,75,,,,,,,,,Heru Handika,10/24/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/24/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,284,total length,0,96.5,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,56:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237647?seid=4043654. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237647,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=282 mm; tail length=148 mm; hind foot with claw=34 mm; ear from notch=19 mm; weight=92.4 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 11x8",http://arctos.database.museum/guid/MVZ:Mamm:237647?seid=4043654,MVZ:Mamm:237647,2539,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"skin, study",,,,,,collector number=2539,,http://arctos.database.museum/guid/MVZ:Mamm:237647,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-08-07; method: expert,,,,,8/7/16,,220,220,2016,8,7,7-Aug-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Trapline 01, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, South Sulawesi, Sulawesi, Indonesia, 1770-2260 el.",1770,2260,,,,,,,Kevin C. Rowe,Elevation determined from Google Earth DEM.,-3.420665,120.094371,not recorded,800,,,,,,,,,Kevin C. Rowe,8/7/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,8/7/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,282,total length,0,92.4,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,48:26.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237648?seid=4043655. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237648,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=263 mm; tail length=119 mm; hind foot with claw=35 mm; ear from notch=20 mm; weight=83.1 g; sex=male ; age=adult ; reproductive data=Testes position: Abdominal,http://arctos.database.museum/guid/MVZ:Mamm:237648?seid=4043655,MVZ:Mamm:237648,2557,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"skin, study",,,,,,collector number=2557,,http://arctos.database.museum/guid/MVZ:Mamm:237648,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-08-08; method: expert,,,,,8/8/16,,221,221,2016,8,8,8-Aug-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Trapline 01, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, South Sulawesi, Sulawesi, Indonesia, 1770-2260 el.",1770,2260,,,,,,,Kevin C. Rowe,Elevation determined from Google Earth DEM.,-3.420665,120.094371,not recorded,800,,,,,,,,,Kevin C. Rowe,8/8/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,8/8/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,263,total length,0,83.1,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:26.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237651?seid=4043663. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237651,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=270 mm; tail length=134 mm; hind foot with claw=35 mm; ear from notch=21 mm; weight=72.7 g; sex=male ; age=adult ; reproductive data=Testes position: Abdominal,http://arctos.database.museum/guid/MVZ:Mamm:237651?seid=4043663,MVZ:Mamm:237651,2749,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2749,,http://arctos.database.museum/guid/MVZ:Mamm:237651,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-17; method: expert,,,,,10/17/16,,291,291,2016,10,17,17-Oct-16,Transitional lowland to lower montane rainforest.,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 1760 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1660-2040 el.",1660,2040,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 01. Elevation determined from Google Earth DEM.,-5.287222,119.957119,not recorded,930,,,,,,,,,Kevin C. Rowe,10/17/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/17/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,270,total length,0,72.7,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:26.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237652?seid=4043664. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237652,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=289 mm; tail length=136 mm; hind foot with claw=32 mm; ear from notch=20 mm; weight=87.3 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Non perforate, non lactating",http://arctos.database.museum/guid/MVZ:Mamm:237652?seid=4043664,MVZ:Mamm:237652,2764,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2764,,http://arctos.database.museum/guid/MVZ:Mamm:237652,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-18; method: expert,,,,,10/18/16,,292,292,2016,10,18,18-Oct-16,Transitional lowland to lower montane rainforest.,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 1760 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1660-2040 el.",1660,2040,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 01. Elevation determined from Google Earth DEM.,-5.287222,119.957119,not recorded,930,,,,,,,,,Kevin C. Rowe,10/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/18/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,289,total length,0,87.3,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:26.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237653?seid=4043665. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237653,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=288 mm; tail length=142 mm; hind foot with claw=33 mm; ear from notch=23 mm; weight=78.7 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: Non perforate, non lactating",http://arctos.database.museum/guid/MVZ:Mamm:237653?seid=4043665,MVZ:Mamm:237653,2771,Collector(s): Kevin C. Rowe,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2771,,http://arctos.database.museum/guid/MVZ:Mamm:237653,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-18; method: expert,,,,,10/18/16,,292,292,2016,10,18,18-Oct-16,Transitional lowland to lower montane rainforest.,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 1760 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1660-2040 el.",1660,2040,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 01. Elevation determined from Google Earth DEM.,-5.287222,119.957119,not recorded,930,,,,,,,,,Kevin C. Rowe,10/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/18/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,288,total length,0,78.7,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,51:40.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237655?seid=4043666. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237655,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=184 mm; tail length=88 mm; hind foot with claw=29 mm; ear from notch=18 mm; weight=25.7 g; sex=male ; age=juvenile,http://arctos.database.museum/guid/MVZ:Mamm:237655?seid=4043666,MVZ:Mamm:237655,2819,Collector(s): Kevin C. Rowe,1,male,juvenile,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2819,,http://arctos.database.museum/guid/MVZ:Mamm:237655,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-21; method: expert,,,,,10/21/16,,295,295,2016,10,21,21-Oct-16,Transitional lowland to lower montane rainforest.,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 1760 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1660-2040 el.",1660,2040,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 01. Elevation determined from Google Earth DEM.,-5.287222,119.957119,not recorded,930,,,,,,,,,Kevin C. Rowe,10/21/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/21/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,184,total length,0,25.7,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,56:56.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237656?seid=4043673. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237656,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=245 mm; tail length=91 mm; hind foot with claw=34 mm; ear from notch=21 mm; weight=113.1 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal,http://arctos.database.museum/guid/MVZ:Mamm:237656?seid=4043673,MVZ:Mamm:237656,2845,Collector(s): Kevin C. Rowe,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=2845,,http://arctos.database.museum/guid/MVZ:Mamm:237656,,,,,<i>Maxomys musschenbroekii</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-23; method: expert,,,,,10/23/16,,297,297,2016,10,23,23-Oct-16,Moss Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency","Trapline 2050 m, Mount Bawakaraeng, Gunung Perak Village, Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2003-2108 el.",2003,2108,,,,,,,Kevin C. Rowe,SITE ID=Bawakaraeng 02. Elevation determined from Google Earth DEM.,-5.297158,119.954517,not recorded,150,,,,,,,,,Kevin C. Rowe,10/23/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/23/16,,expert,,,,Maxomys musschenbroekii,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,,musschenbroekii,,species,,,,ICZN,,,245,total length,0,113.1,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:04.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237665?seid=4043687. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237665,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=522 mm; tail length=275 mm; hind foot with claw=53 mm; ear from notch=21 mm; weight=302.6 g; sex=female ; age=adult ; reproductive data= Mammae: 2 ing, 1 axi",http://arctos.database.museum/guid/MVZ:Mamm:237665?seid=4043687,MVZ:Mamm:237665,852,Collector(s): Heru Handika,1,female,adult,,,,,"skull; skin, study",,,,,,collector number=852,,http://arctos.database.museum/guid/MVZ:Mamm:237665,,,,,<i>Paruromys dominator</i> (accepted ID) identified by Heru Handika on 2016-10-14; method: expert,,,,,10/14/16,,288,288,2016,10,14,14-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 1, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1713-1754 el.",1713,1754,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 1.,-5.286815,119.961406,not recorded,150,,,,,,,,,Heru Handika,10/14/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/14/16,,expert,,,,Paruromys dominator,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Paruromys,,dominator,,species,,,,ICZN,,,522,total length,0,302.6,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,57:04.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237667?seid=4043689. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237667,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=539 mm; tail length=288 mm; hind foot with claw=53 mm; ear from notch=30 mm; weight=305.9 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal,http://arctos.database.museum/guid/MVZ:Mamm:237667?seid=4043689,MVZ:Mamm:237667,885,Collector(s): Heru Handika,1,male,adult,,,,,"skull; skin, study",,,,,,collector number=885,,http://arctos.database.museum/guid/MVZ:Mamm:237667,,,,,<i>Paruromys dominator</i> (accepted ID) identified by Heru Handika on 2016-10-17; method: expert,,,,,10/17/16,,291,291,2016,10,17,17-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 2, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1815-1900 el.",1815,1900,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 2.,-5.291385,119.95757,not recorded,150,,,,,,,,,Heru Handika,10/17/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/17/16,,expert,,,,Paruromys dominator,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Paruromys,,dominator,,species,,,,ICZN,,,539,total length,0,305.9,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
